label,pred,x,y
1,3,0.00965136,-0.011037846
4,3,0.009941278,-0.0029185489
6,4,0.0031441627,-0.0076535535
4,4,0.004842898,-0.008115735
2,3,0.007845409,-0.0045063146
2,3,0.0066555245,0.0049141273
9,6,-0.0029947683,-0.006405985
6,5,-0.00041088977,-0.0095846215
8,8,-0.011912742,-0.0102806175
3,4,0.0036575922,0.022196554
9,7,-0.005853509,-0.004438469
7,7,-0.0049970546,-0.01120611
3,4,0.002217992,2.8462211e-05
8,4,0.0012834299,0.0008886701
4,3,0.0054125353,-0.0018939022
10,9,-0.0097571695,0.004580708
9,9,-0.017761968,0.00033606027
6,7,-0.006956936,-0.014764023
4,8,-0.008399432,-0.007739887
2,3,0.009670619,-0.00778901
7,4,0.00317913,-0.008014215
4,2,0.0162707,-0.0029980596
5,6,-0.0014918203,0.00034006368
5,7,-0.009419262,-0.024815276
9,8,-0.0054597426,0.0045693703
10,8,-0.009043531,0.00030540614
3,2,0.019473853,-0.00016920285
5,3,0.004767429,-0.0046557747
10,7,-0.004096173,-0.006846114
6,5,-0.0006098345,-0.014331679
6,4,0.0011509979,-0.0023418057
4,5,0.005197798,-0.03161475
8,8,-0.0056510423,0.0004626286
9,8,-0.008809296,-0.003942367
2,3,0.0051203743,-0.0042967587
1,2,0.016012102,-0.001122589
1,1,0.026810078,0.019673174
7,6,-0.0029631003,-0.008463899
10,9,-0.010163423,0.0025646002
4,3,0.01465927,-0.0027237667
10,8,-0.007584663,-0.006377261
9,9,-0.01210348,0.00061701925
5,5,-0.001354261,-0.0081419675
5,3,0.008627599,-0.00012061425
2,4,0.0066089286,-0.011507975
6,8,-0.023440212,-0.02578788
10,8,-0.008935135,0.0028590376
9,5,-0.0016589159,-0.0086006895
7,5,6.131951e-05,-0.012539219
5,6,-0.0041687866,-0.02523099
2,6,-0.0037650412,-0.016678274
10,9,-0.007582632,0.0062297545
5,5,0.0014075409,-0.012576464
6,6,-0.004530286,-0.012872932
1,4,0.006779633,-0.011689307
4,7,-0.005307504,-0.006642138
9,7,-0.007750479,-0.008762644
6,3,0.00483634,-0.0005086316
10,6,-0.0046783,-0.0117531475
8,9,-0.007982661,0.007661295
7,4,0.0035706908,-0.0058970056
6,8,-0.012311202,-0.007757601
4,3,0.008436667,-0.005847455
3,3,0.0061892373,0.001120594
3,5,-0.0005719918,-0.009755392
2,2,0.020088153,0.004346524
2,4,0.0010508719,-0.0095159365
3,4,0.0040851296,-0.015160366
8,7,-0.009005162,-0.012839551
10,8,-0.0073415707,0.003637827
8,8,-0.010721078,-0.0021717856
2,4,0.0003494367,-0.0015094695
7,6,-0.0037016007,-0.008828624
6,4,0.0010510562,-0.007577015
9,9,-0.008688199,0.0151709495
9,9,-0.017391732,-0.00044172257
1,2,0.015496431,-0.0020600837
10,9,-0.009521803,0.009658291
2,3,0.017448477,-0.016538735
9,8,-0.0041121743,0.0049923537
5,4,0.0016161826,-0.009205046
1,3,0.00849192,-0.001187118
5,4,0.0051230653,-0.007951712
5,3,0.008660751,0.00040590874
6,7,-0.006852807,-0.0053657107
3,4,0.0032168587,-0.004743779
8,8,-0.012075078,-0.0077332193
4,7,0.00030513137,0.017621167
8,4,0.0021651231,-0.008417137
5,4,0.005410694,-0.012570768
1,4,0.003087758,0.0073056784
1,2,0.021579944,-0.0044189063
1,3,0.0059032417,-0.0072144805
1,2,0.030982617,-0.0059320577
1,3,0.005840117,0.01667323
6,8,-0.008346027,0.0025138273
3,2,0.00956733,0.006765269
2,2,0.020966832,-0.0005643206
1,2,0.022426639,-0.011325497
4,4,0.006055997,-0.01082612
6,8,-0.015279547,-0.005931482
5,4,0.006656928,-0.011148237
9,6,-0.001150695,0.005431939
5,6,-0.0013652277,-0.0026142255
4,6,-0.0020833712,-0.0084410515
3,4,0.0022618605,-0.010692797
8,8,-0.015762702,-0.01697516
10,4,0.0007243689,-0.0035044062
3,2,0.011985872,0.0022003904
1,3,0.0039357045,0.0029227799
2,4,0.007649457,-0.011026023
7,6,-0.003177921,-0.01291174
1,7,-0.004509664,-0.0030137517
9,9,-0.018259734,0.00063889584
7,5,-0.00045790843,-0.0037212367
10,5,-0.00019562786,0.0009653532
3,2,0.019363444,0.009498019
7,8,-0.004956792,0.006146993
4,3,0.011338489,-0.011577311
1,3,0.008823773,-0.0052770297
1,2,0.014662572,-0.002805919
4,4,0.0031315153,-0.01416867
7,3,0.0032616907,-0.0009453414
6,4,0.001871841,-0.00839115
3,7,-0.0018008484,0.008132544
9,9,-0.014865138,0.0077002463
10,8,-0.009282079,-0.0025184206
6,7,-0.0076327748,-0.011136328
1,3,0.005921642,0.0020531511
3,2,0.012239538,0.0052635144
8,7,-0.007616136,-0.008873271
5,6,-0.0023756505,-0.020775443
6,7,-0.012046602,-0.01649215
7,7,-0.0056892773,-0.010474136
2,2,0.017843416,0.011137963
3,3,0.009290215,-0.008609727
9,8,-0.0056004417,0.0023881223
7,4,0.0046076854,-0.015735451
2,3,0.008862827,-0.010683362
6,7,-0.0063732327,-0.006041892
6,6,-0.0059364233,-0.017368343
7,5,0.0007526723,-0.010021628
3,3,0.012596033,-0.016270109
2,4,0.0070805512,-0.01468422
10,9,-0.011623219,0.004483413
6,4,0.0037520572,-0.016758772
8,7,-0.008334727,-0.010239386
3,2,0.014246988,-0.0010980744
6,4,0.00096562254,-0.0045524854
1,2,0.021093449,0.0011236678
6,5,-0.00037062098,-0.0138910655
8,7,-0.0037937686,-0.0059239795
1,2,0.00916798,0.0010304155
5,5,0.0009125114,-0.009915421
5,4,0.007212722,-0.017593503
1,2,0.01592503,-0.0064434446
9,8,-0.008536835,-0.0059304372
1,1,0.017649207,0.013217073
6,5,-4.192756e-05,0.0012719803
9,8,-0.014275001,-0.0065357336
8,7,-0.002256566,0.010737107
7,8,-0.010281948,-0.0038082248
2,3,0.008511638,-0.0056322026
2,2,0.015764195,0.005311286
9,8,-0.006621861,0.0035013503
1,2,0.025764972,0.005605892
3,3,0.0071675987,0.001647607
1,3,0.005735651,-0.0064065442
2,6,-0.0014385134,0.0056194016
5,6,-0.0035959997,-0.0139373895
8,8,-0.009377795,-0.007688301
10,9,-0.017002668,0.009944968
6,7,-0.006141054,-0.0035119513
9,7,-0.0045695547,-0.005229533
10,5,0.00042583063,0.0070542805
5,5,-0.0013113987,-0.010402158
4,3,0.0034109326,0.0026509222
4,3,0.0032038293,-0.0018826233
3,3,0.0044176127,0.0043469556
1,3,0.0062194685,0.002919623
9,7,-0.0027925735,0.0021386303
8,8,-0.010302325,-0.009154917
8,7,-0.008750023,-0.01622893
7,6,-0.0034176647,-0.013090908
6,7,-0.0059152683,-0.013699529
2,3,0.017626353,-0.007996546
7,7,-0.0035401222,-0.0036390417
6,3,0.0092677595,-0.0058238697
7,6,-0.0019781902,-0.0070886714
8,6,-0.002904292,-0.0058280244
2,5,-0.00030424978,-0.005857269
1,4,0.0013391296,-0.002761712
8,4,0.0031039692,-0.0056024045
6,8,-0.0064994455,-0.0015488784
7,4,0.0056985985,-0.013011173
5,4,0.0039391625,-0.014635078
5,5,-0.0017455239,-0.014934341
9,8,-0.009550876,-0.00091302954
6,3,0.0041249953,0.00073541445
10,9,-0.011775048,0.013266149
7,7,-0.010278345,-0.022368075
10,9,-0.007879357,0.0029780485
3,3,0.01012109,-0.012197999
4,3,0.0110881,-0.013745168
1,3,0.0096489545,-0.004614945
3,3,0.009901703,-0.006757928
6,4,0.007795825,-0.016021285
8,9,-0.01589676,-0.0014343992
9,7,-0.0074282736,-0.0133572295
4,3,0.008082178,-0.0019275694
9,9,-0.01360711,0.01535561
1,4,0.0014560834,0.00787548
1,2,0.009218681,0.0026513122
1,2,0.02918139,0.001760459
6,3,0.0059227007,-0.002880106
6,7,-0.01545258,-0.028637603
1,1,0.04618095,0.018196596
7,6,-0.002207216,-0.0062248325
7,4,0.0030052275,-0.006396741
1,4,0.00065924705,-0.0047476823
4,4,0.00810233,-0.011529495
9,6,-0.0012506255,0.001890535
8,8,-0.014403488,-0.011015105
4,8,-0.0056243883,0.0004679935
10,9,-0.012266563,0.0044853836
7,8,-0.008696482,0.001404506
10,8,-0.006804855,-0.00058671687
1,3,0.013561164,-0.0031293323
2,5,-0.00029695558,-0.008853093
4,2,0.013274236,-0.0003474983
6,8,-0.0084534455,-0.005657071
3,3,0.009040294,-0.0053615426
1,3,0.0059503014,-0.006830262
3,4,0.0057615084,-0.0072430354
8,8,-0.015828956,-0.010682481
4,4,0.0014875606,-0.011242321
1,2,0.009455581,0.0016864024
9,5,-0.00090964144,-0.008921144
2,3,0.0077924347,-0.0053410404
3,3,0.00832589,-0.0042167273
10,9,-0.014036802,0.01045221
10,10,-0.03627945,0.019551462
6,5,0.00278348,-0.019532774
8,7,-0.007126339,-0.0056128358
2,3,0.008239756,-0.0030496093
7,6,-0.0009310453,0.0013306708
10,8,-0.008819873,-0.0066259345
2,4,0.0018882393,-0.008457687
8,6,-0.0015182691,-0.0059586987
6,5,0.0008207716,-0.012172444
6,5,0.0003812645,-0.016229164
4,7,-0.0060673896,-0.008970934
4,3,0.0073626232,-0.0030922317
4,4,0.0054990505,-0.013227691
4,3,0.0109632565,-0.009222572
8,7,-0.0073836865,-0.006662367
2,3,0.009599653,0.00052492844
7,7,-0.019064056,-0.032945298
8,7,-0.0036819875,0.0022640808
9,9,-0.01458302,-0.0036746499
2,7,-0.005156127,-0.0044761426
5,3,0.011297115,-0.003485241
2,3,0.0047584716,0.0020912997
9,5,-0.00023376368,0.00610743
8,5,-0.0013346127,-0.012339519
6,5,-0.0010485693,-0.0114279725
7,7,-0.0063858354,-0.0062174643
6,4,0.0010383,-0.007029917
1,3,0.011845485,-0.0070167994
4,4,0.0036220944,-0.00439545
2,4,0.005462996,-0.009502386
9,8,-0.018131921,-0.014633638
7,7,-0.010081081,-0.01254904
4,4,0.0017791964,-0.0006667493
9,5,-0.00051469886,-0.008117688
8,9,-0.017201288,-0.0022644945
7,7,-0.011521189,-0.019127905
2,6,-0.0016570432,-0.0028573365
7,7,-0.004228961,0.0006602389
2,1,0.019176863,0.013765434
2,2,0.012211399,-0.0020110775
1,7,-0.0032877524,-0.0036856192
5,2,0.020832622,0.0045779557
6,5,0.0005151595,-0.01228128
3,3,0.008970623,-0.009728135
5,3,0.007209206,-0.0008265626
10,7,-0.0036293063,-0.002177756
2,4,0.00330127,-0.0039456408
9,4,0.0014220967,0.00086575816
3,4,0.0023729666,-0.0016850703
4,4,0.003867844,-0.011686865
9,4,0.00088753644,-0.008206838
7,6,-0.0018966601,-0.0042123245
3,5,-0.0011285796,-0.009485025
5,4,0.0074898,-0.018582974
8,6,-0.0024501265,-0.0009787215
4,3,0.013627272,-0.0077529266
9,4,0.0009978001,-0.0015764304
3,4,0.0025642754,-0.0027648234
4,5,0.0017582269,-0.013410374
6,5,-0.00027717568,-0.014253261
9,8,-0.011085339,-0.0059971604
3,3,0.006277875,0.0010850084
6,6,-0.004880048,-0.015160791
1,4,0.0044248737,-0.004908161
6,4,0.011603902,-0.028555654
8,4,0.00051110703,-0.003053276
10,9,-0.0071657137,0.0063512
7,4,0.0016636045,-0.007907449
7,9,-0.012633959,0.0060375435
1,2,0.01354348,-0.0029527326
3,2,0.020748647,0.00028166844
6,2,0.021244682,-0.008117997
6,9,-0.015216429,-0.0051997965
9,5,0.00015338851,-0.0060165147
8,5,-0.001354321,-0.010206377
3,3,0.005014352,-0.0028365052
6,6,-0.004759664,-0.014271391
8,5,-0.0014380601,-0.007881566
1,2,0.010624742,0.008154168
7,4,0.00097644574,0.0005348034
7,7,-0.004704387,-0.008846142
8,8,-0.005310186,-0.0011443524
9,9,-0.013700676,0.00292111
3,3,0.0037368415,0.0020554368
1,3,0.0041206726,0.011558415
1,5,0.0017294801,-0.011449358
10,9,-0.008406929,0.0028155514
8,8,-0.009775152,-0.01091057
4,3,0.010481165,-0.010709026
10,6,-0.0025566067,-0.0043296563
4,2,0.019567588,0.0014791958
1,4,0.001431794,0.0061368058
2,3,0.0041561117,-0.0038804829
1,6,-0.002605181,-0.006056359
6,7,-0.0054785158,-0.010291486
10,7,-0.0054788296,-0.0074339095
7,5,-0.00019603505,-0.017032303
2,3,0.0036877422,0.004422889
1,2,0.021243135,0.00313226
2,2,0.008819069,0.0010510765
9,6,-0.0023006399,-0.0051521044
6,8,-0.007156922,-0.005177716
6,5,0.00087259384,-0.0060856626
2,4,0.010127907,-0.017736608
4,2,0.012608526,0.012614465
4,3,0.005028441,0.005551124
5,8,-0.004658232,0.0055766273
2,4,0.004968808,-0.0125237545
9,6,-0.0017472203,-0.008509656
2,2,0.011455184,0.0029046743
8,10,-0.016835677,0.01058221
4,4,0.004431336,-0.007712608
6,7,-0.009667867,-0.016509086
4,3,0.0067815776,-0.002520855
10,9,-0.016456092,-0.006537714
7,5,-0.00033340155,-0.011552517
5,3,0.014833107,-0.015061863
1,3,0.008355374,0.0001659463
3,2,0.012036566,0.00013937609
10,7,-0.0045589386,-0.00465514
7,6,-0.0034597162,-0.01219177
9,7,-0.0056245453,-0.0047938474
1,2,0.021026565,-0.0062551983
3,3,0.006822586,-0.006537626
1,4,0.005038589,-0.00810881
10,6,-0.0060568545,-0.017493343
4,3,0.005716131,-0.00053337216
8,6,-0.0043854592,-0.015968872
4,4,0.0020220599,-0.0026892147
8,6,-0.002676864,-0.0027086257
6,4,0.001213575,-0.007004113
6,3,0.003887143,-0.0017422567
10,4,0.0028512967,-0.004109554
4,3,0.006434482,-0.0011929848
10,8,-0.006431898,-0.0032048675
7,6,-0.0043263664,-0.012712661
1,7,-0.00268994,0.0033033092
6,8,-0.0065096137,-0.0021118606
1,2,0.011028499,0.01221151
8,5,-0.0020456424,-0.011070233
8,8,-0.004279171,0.0016077599
8,10,-0.02349058,0.020107718
5,3,0.0069420985,-0.00051097653
4,4,0.005072898,-0.010137695
10,8,-0.009330187,0.00022213101
9,6,-0.0057324474,-0.019386897
9,3,0.002135086,0.0022019069
5,8,-0.006597427,-0.0040319003
6,6,-0.0023649347,-0.008735908
1,3,0.009458066,-0.004024679
2,3,0.0038137885,-0.0009794158
7,3,0.003320088,-0.0010201999
6,5,0.0008407161,-0.010701776
5,3,0.004365448,-0.0010468552
3,4,0.0017841603,-0.0029823638
1,5,-0.00024521063,-0.002644425
1,2,0.016064784,0.006946445
1,3,0.0087877605,-0.0017019655
3,3,0.006457772,0.008965396
8,9,-0.007446477,0.0041871867
4,2,0.01647582,0.0030103328
1,3,0.006758185,0.0029197591
4,4,0.0071107987,-0.010087796
1,3,0.0045413896,0.000983074
10,7,-0.0043194056,-0.005469656
10,7,-0.007148433,-0.011401641
5,5,0.0033321204,-0.021166086
6,8,-0.0074377293,-0.00463105
7,5,-0.00021295648,-0.011544931
10,9,-0.015019062,0.014556518
9,7,-0.0065467944,-0.005696119
10,10,-0.023575334,0.011286198
6,7,-0.007225764,-0.012595062
8,5,0.000339827,-0.016936049
1,2,0.0104819,-0.00020657515
6,5,0.0006628833,-0.009410094
1,2,0.020444045,0.009592746
4,7,-0.00811202,-0.008961099
3,3,0.0054110195,-0.0044015897
6,7,-0.004040849,-0.003663164
7,8,-0.0058621787,0.0040427563
1,5,-0.00054507994,-0.005207889
10,8,-0.0067374567,0.0019775974
7,7,-0.0043077944,-0.007813557
6,4,0.0017802408,-0.011298292
4,5,0.00029706158,-0.0073213256
9,9,-0.011796294,0.0063211103
9,8,-0.007685266,-0.0020543416
1,3,0.009490253,-0.004940323
5,4,0.0046753804,-0.008313958
5,5,0.0004711924,-0.010393829
4,3,0.013859865,-0.010808669
10,9,-0.008453099,0.003665561
6,7,-0.006295048,-0.015660418
10,8,-0.008216938,-0.0068909163
3,3,0.022051306,-0.012767698
7,9,-0.008802524,0.0041314024
9,7,-0.0038276634,-0.0018726448
2,3,0.007353217,-0.000743513
10,4,0.007736455,-0.00998833
8,4,0.003676191,-0.00892634
9,9,-0.013070406,-0.00065956305
7,6,-0.0024367718,-0.0057322974
10,3,0.005478748,-0.0038927586
6,4,0.009545157,-0.017940106
7,6,-0.0010705735,-0.00030757973
8,8,-0.007086784,0.0034465478
4,3,0.008996498,6.858445e-05
3,3,0.006007319,-0.0062958677
4,2,0.03586042,0.0008008527
5,3,0.0034562317,-0.0007591169
6,6,-0.0016535601,-0.018231647
5,3,0.0044090752,-0.0032967671
6,7,-0.009802492,-0.017969375
2,3,0.0050237044,-0.00020230864
6,5,0.00049710786,-0.012519984
2,2,0.011948182,0.00750836
1,4,0.0016572388,-0.0014270038
8,9,-0.01259428,0.0042992267
10,6,-0.0013803026,0.00022673384
2,2,0.011178662,0.0024849167
4,5,-0.0020179034,-0.0108457925
6,5,-0.00021040873,-0.025695842
6,4,0.0057677575,-0.021135379
5,3,0.0046472056,-0.0023126716
2,1,0.044139527,0.005710947
6,5,0.003476728,-0.021705959
4,4,0.008747899,-0.025606278
2,2,0.010741412,0.0026317497
5,4,0.0016959186,-0.005585162
5,3,0.00562785,-0.00528967
5,4,0.0044620577,-0.008289432
4,3,0.0079316,-0.007779126
9,7,-0.0035560504,0.00083372573
3,3,0.010639276,-0.008179513
9,8,-0.00637452,-0.0038896448
5,5,0.004435894,-0.020587364
4,4,0.002009986,-0.013239036
2,3,0.017745718,-0.008957887
9,7,-0.005440425,-0.0069584916
6,6,-0.0022100615,-0.0014614022
7,4,0.0036521687,-0.0048773154
6,5,-0.00035755688,-0.0026784078
6,5,0.0011609975,-0.020605402
3,8,-0.004292789,0.008537063
3,6,-0.002084515,-0.020100923
1,4,0.007046899,-0.011345099
4,4,0.004252362,-0.011317097
9,9,-0.024456982,0.0033779778
7,7,-0.006921688,-0.009492657
9,6,-0.004168122,-0.015178065
4,5,-0.0002749437,-0.0029238272
5,4,0.0067425137,-0.017761437
10,4,0.0030410034,0.009329376
8,9,-0.007209248,0.0060730046
9,10,-0.01354219,0.010601505
9,9,-0.025250817,-0.0042978534
6,4,0.0033475717,-0.010464487
9,9,-0.0105349785,0.00040358483
1,2,0.034905512,0.00654712
7,7,-0.0041704085,-0.0031096707
9,6,-0.0016106027,-0.008080828
10,4,0.0033954983,-0.008405466
1,2,0.021499937,0.000957344
6,3,0.008761442,0.0010169143
3,3,0.0105832955,-0.010144111
2,4,0.0018646779,-0.0060520833
7,7,-0.0057440074,-0.008071484
4,4,0.00209273,-0.007107932
3,6,-0.0019966192,-0.002134974
8,7,-0.0063904473,-0.008635436
9,9,-0.017123278,0.0044059767
9,9,-0.018624496,-0.0035058293
2,3,0.012231058,-0.005164373
5,3,0.0065821502,-0.005488283
3,4,0.005902978,-0.007385811
7,7,-0.0037968084,-0.0050595757
7,7,-0.005695019,-0.0056924056
4,4,0.014759782,-0.025637718
6,6,-0.004349354,-0.011402532
9,9,-0.013914265,0.00027767828
5,7,-0.015871666,-0.03452908
1,3,0.011793193,-0.011701516
3,2,0.008732504,0.0066628996
10,9,-0.014990501,0.008381243
8,7,-0.0069342987,-0.011740218
8,6,-0.0027654737,-0.004930068
7,9,-0.011833401,0.007597424
8,6,-0.00287788,-0.011002247
2,3,0.0031408758,0.0027196198
8,5,0.00072864536,-0.012372661
4,4,0.01057379,-0.014141405
4,4,0.007147738,-0.015168565
1,2,0.008878235,0.002726431
8,6,-0.002147605,-0.008547929
10,7,-0.007947491,-0.009099533
2,2,0.007117788,0.0038883404
2,3,0.006806943,-0.0015638139
1,6,-0.002473297,-0.002488508
5,3,0.017549895,-0.008461961
4,5,0.0013150618,-0.006966892
6,5,0.00028886617,-0.015527961
2,3,0.008173018,-0.0041660634
7,5,0.0002414479,-0.017364958
1,1,0.039235815,0.032309175
5,4,0.0030649567,-0.008115875
6,3,0.010365536,-0.008358911
10,10,-0.010547594,0.02293105
1,2,0.012964387,0.0067319
8,7,-0.0025466508,0.0010863635
9,4,0.0023725168,-0.009409501
4,4,0.001195896,0.0002024802
8,8,-0.019673182,-0.0083783725
1,3,0.014059487,-0.0040826374
2,2,0.01418727,0.0033780101
3,3,0.0050464356,-0.0055386466
8,8,-0.01732213,-0.015260575
8,8,-0.0055920077,0.0021422307
8,9,-0.01701879,0.008813403
2,2,0.0087239,0.0053596077
2,3,0.017031627,-0.007902074
10,4,0.00405797,-0.00042162358
8,6,-0.0046394276,-0.013803087
6,3,0.013958584,-0.010698203
8,5,-0.0005628214,-0.0010567603
2,7,-0.0072511598,-0.006344277
2,2,0.037035145,-0.015830154
2,2,0.016781371,-0.004895157
3,3,0.012657645,-0.004757193
3,6,-0.001393415,-0.0027388623
3,3,0.007539832,0.002172784
5,4,0.0006611798,-0.0010287298
7,8,-0.0053667114,0.004795567
4,4,0.0024538222,0.0050584953
5,6,-0.0021613208,-0.0023926918
5,2,0.0156932,0.001314272
9,5,0.0015641061,0.012734029
9,9,-0.013704376,0.00062257086
8,9,-0.009313798,0.009981455
2,3,0.0077787205,-0.0074770106
10,7,-0.00879191,-0.0187383
1,2,0.016043875,-0.0035768396
6,9,-0.016137749,-0.0040888214
10,4,0.001548752,-0.0029309997
2,4,0.007531568,-0.027039016
8,8,-0.0102911005,-0.0057055517
10,5,-0.0016399672,-0.01167795
7,8,-0.007633826,6.7907466e-05
8,8,-0.008139785,-0.0031476447
8,8,-0.01593187,-0.015531825
9,6,-0.0034784775,-0.015111044
3,2,0.011249438,-0.0017405886
1,2,0.010883875,0.0147875445
3,3,0.014744876,-0.0059257173
10,9,-0.013574154,0.011220799
2,5,0.00042702607,-0.0098168785
3,4,0.0043364065,-0.01530194
1,3,0.010074014,-0.008871188
8,8,-0.0064053894,-0.0030984427
5,7,-0.0037018121,-0.0032666451
3,3,0.015530592,-0.0062302295
6,5,-0.0014045119,-0.017246617
8,7,-0.006544243,-0.011337796
2,4,0.022658529,-0.05853363
7,5,-0.0003527655,-0.00506032
10,6,-0.0006512069,-0.0025051688
3,3,0.013528792,-0.0025192306
10,9,-0.01518414,0.008212615
5,3,0.0049384064,0.0022697889
4,5,0.0012700005,-0.011420582
6,6,-0.003167948,-0.021666383
9,3,0.003788348,0.005551381
8,8,-0.0055055306,0.005483203
10,7,-0.005091879,-0.0055797435
2,3,0.014647658,-0.010274584
5,6,-0.003271232,-0.009168574
4,4,0.0054315515,-0.011342406
9,5,-0.00041898404,-0.0037538311
9,3,0.0034757324,0.01175095
7,8,-0.008522045,-0.005499245
2,4,0.0033916787,-0.015064414
1,3,0.026177775,-0.018468736
7,2,0.0153528815,-0.0058612423
1,2,0.010927273,-0.0004797453
7,3,0.0030389081,0.0056360587
5,4,0.0065230485,-0.012117374
5,7,-0.0049632536,6.301331e-05
7,5,0.0013249086,-0.02215931
8,7,-0.0037956198,-0.0067138146
6,4,0.0010699396,-0.005050166
6,7,-0.0036717453,0.000805713
10,7,-0.0042749085,-0.0007576645
5,4,0.0031434179,-0.011539889
9,6,-0.0017577651,-0.005049983
2,3,0.009189251,-0.005319523
3,4,0.00080877723,-0.00916675
7,8,-0.012984539,-0.010753063
5,6,-0.003980678,-0.01295254
9,8,-0.010070999,-0.005080457
10,4,0.001773745,-0.006706446
3,9,-0.034159534,-0.001513071
2,3,0.008405601,-0.009487761
1,3,0.008094739,-0.002256222
7,7,-0.0033827228,-0.0010468983
8,6,-0.0010132295,-0.0023951076
5,2,0.01568903,-0.004561173
7,7,-0.006813468,-0.009635629
6,3,0.012117313,-0.0087592425
7,5,-0.0002510303,-0.024530768
9,9,-0.015339394,-0.0028968654
1,2,0.014633933,0.012693873
4,6,-0.0018320926,0.0039761337
7,6,-0.006723263,-0.018474603
1,2,0.018433597,0.0075075906
5,5,-0.00081312296,-0.01823154
1,2,0.008895878,0.0021750627
5,4,0.0031043778,0.002238388
5,4,0.0012627806,-0.003106423
2,4,0.007514209,-0.015918138
10,9,-0.0083042355,0.0034192146
1,2,0.0198789,0.009388792
9,8,-0.008287778,-0.0058517754
3,4,0.005898339,-0.017047625
7,8,-0.005820608,-0.0007227346
1,6,-0.0017603314,0.0004218969
3,6,-0.0015169792,-0.002046928
3,5,0.00023496654,-0.009374574
2,2,0.019495718,-0.0016194319
10,5,-0.00033945992,-0.008504832
7,6,-0.004112968,-0.01021972
6,4,0.0045225513,-0.010080964
3,7,-0.0052526044,-0.008122132
1,6,-0.0020638248,-0.0080286395
1,2,0.018453587,0.0042069433
1,2,0.011731009,0.004640547
8,8,-0.005788223,0.0020506547
7,9,-0.010813795,-0.0008789612
1,3,0.009313592,-0.0038522163
2,3,0.0065225097,-0.003269024
4,4,0.00031320675,-0.00067958015
2,3,0.007769092,-0.0012353898
9,6,-0.002855023,-0.0040265196
8,8,-0.017214127,-0.0059479657
2,4,0.0028202827,-0.0025296716
8,9,-0.008966441,0.0069952193
3,2,0.012848712,0.0030913886
1,1,0.03842739,0.016609224
2,2,0.011924979,-0.00028299488
3,3,0.0059308596,-0.00325197
5,7,-0.0059700767,-0.010128088
4,3,0.009904477,-0.01152741
3,3,0.007949638,-0.004294765
6,5,0.0013697405,-0.014666347
2,4,0.0010551214,-0.0039048786
8,6,-0.002436252,-0.007914111
10,6,-0.0017092734,-0.0016123718
4,3,0.008434427,0.0009213917
5,7,-0.0036183826,-0.0048312414
10,9,-0.009430081,0.008907537
8,7,-0.009953563,-0.010340532
5,3,0.00437672,-0.0039214217
7,9,-0.011442436,0.0047796494
2,2,0.013983743,0.002087337
5,6,-0.005089885,-0.0123598
9,8,-0.010047205,-0.008762165
6,4,0.0052142674,-0.019509848
